"","CNT","CNTSTUID","CNTSCHID","ST004D01T","ST001D01T","DISCLIM","ANXMAT","ICTRES","ESCS","PV1MATH","ST259Q01JA","ICTSCH","ICTHOME","ICTQUAL","W_FSTUWT","SCHSEL","SCHLTYPE","W_SCHGRNRABWT"
"9351","CAN",12415724,12400619,1,10,-0.0903,-0.7358,1.1225,0.2756,580.535,NA,NA,NA,NA,48.91596,1,3,3.0389
"9352","CAN",12415725,12400813,1,10,0.8065,1.0161,-0.5542,0.2307,619.925,NA,NA,NA,NA,4.27999,3,3,1.26327
"9353","CAN",12415726,12400109,2,10,-1.8664,0.7774,0.0945,0.4295,505.394,NA,NA,NA,NA,14.906,1,3,1.08377
"9354","CAN",12415728,12400292,1,10,NA,NA,0.183,0.6456,356.538,NA,NA,NA,NA,28.94123,1,3,2.19532
"9355","CAN",12415732,12400334,2,10,NA,0.6647,-0.0135,-1.0137,328.735,NA,NA,NA,NA,1.3752,1,3,1.01499
"9356","CAN",12415735,12400082,2,10,NA,NA,-0.4512,0.5455,366.944,NA,NA,NA,NA,1.99306,1,3,1.02946
"9357","CAN",12415736,12400037,1,10,-2.4293,0.1031,-0.9492,0.4732,497.081,NA,NA,NA,NA,9.91863,NA,3,1.01209
"9358","CAN",12415737,12400142,2,10,NA,NA,NA,NA,524.297,NA,NA,NA,NA,37.81811,NA,3,2.89215
"9359","CAN",12415740,12400416,2,10,-0.5252,1.0508,-0.8883,-0.2114,390.836,NA,NA,NA,NA,10.00889,1,3,1
"9360","CAN",12415741,12400305,2,9,-0.0611,-2.382,0.1573,0.1488,434.501,NA,NA,NA,NA,4.635,3,3,1.26327
"9361","CAN",12415744,12400187,1,10,1.6289,-0.4577,1.1672,1.1043,611.437,NA,NA,NA,NA,20.62669,2,3,2.68127
"9362","CAN",12415745,12400042,2,10,-0.0522,0.3378,0.0128,-0.7673,477.811,NA,NA,NA,NA,1.73636,2,3,1.01499
"9363","CAN",12415746,12400747,2,10,-1.5933,NA,2.1721,0.9032,445.572,NA,NA,NA,NA,1.79417,1,3,1.01499
"9364","CAN",12415747,12400563,1,10,0.4522,NA,0.6281,-1.0033,405.968,NA,NA,NA,NA,8.53877,1,3,6.06312
"9365","CAN",12415748,12400578,1,10,-0.0903,-0.3794,-0.8065,-0.9854,436.978,NA,NA,NA,NA,24.75362,2,3,4.74473
"9366","CAN",12415749,12400788,1,10,1.8217,0.6566,0.1511,-1.3366,390.049,NA,NA,NA,NA,9.36606,3,3,1.02029
"9367","CAN",12415750,12400260,1,10,-0.3382,0.8251,0.0637,0.622,500.358,NA,NA,NA,NA,22.63322,2,3,2.65295
"9368","CAN",12415751,12400669,2,10,0.6533,-0.508,0.0772,0.9083,599.826,NA,NA,NA,NA,60.01925,1,3,4.7014
"9369","CAN",12415752,12400498,2,10,1.5567,0.3729,-0.4979,-0.3302,523.585,NA,NA,NA,NA,1.74142,3,3,1.20888
"9370","CAN",12415753,12400796,2,10,-0.3586,-1.2899,-0.595,-0.3881,520.92,NA,NA,NA,NA,6.91467,3,3,1
"9371","CAN",12415754,12400303,2,10,0.488,0.1748,-0.5542,0.6663,462.666,NA,NA,NA,NA,28.59479,1,3,4.3813
"9372","CAN",12415755,12400715,2,10,0.9297,0.6566,-0.0468,-0.3278,515.264,NA,NA,NA,NA,2.97659,3,3,1.01209
"9373","CAN",12415758,12400592,1,10,-0.0903,-0.7358,0.8187,-0.4603,484.946,NA,NA,NA,NA,25.23174,1,3,13.24666
"9374","CAN",12415759,12400190,2,10,-0.2863,NA,0.7631,0.6258,558.403,NA,NA,NA,NA,27.34343,2,3,4.0759
"9375","CAN",12415760,12400735,1,10,-0.0968,2.5026,1.4499,1.2042,351.197,NA,NA,NA,NA,3.33507,3,3,1.01209
"9376","CAN",12415761,12400924,1,10,-0.8709,0.7889,-1.2449,0.2253,416.952,NA,NA,NA,NA,28.20773,NA,3,5.28003
"9377","CAN",12415766,12400408,2,10,-1.0125,NA,0.7165,-0.4111,498.008,NA,NA,NA,NA,19.25293,1,3,1.62018
"9378","CAN",12415770,12400712,2,11,0.6318,-0.1371,0.5956,0.5476,679.949,NA,NA,NA,NA,45.53298,3,3,8.0531
"9379","CAN",12415771,12400070,2,10,-0.4961,-0.9158,0.6419,0.4672,577.003,NA,NA,NA,NA,30.3155,3,3,3.73116
"9380","CAN",12415772,12400341,2,10,-0.808,-0.0575,-0.7038,-0.2168,442.616,NA,NA,NA,NA,26.8194,2,3,2.59739
"9381","CAN",12415773,12400372,1,10,0.4522,0.6566,-0.2654,0.1003,471.416,NA,NA,NA,NA,23.60629,1,3,4.01402
"9382","CAN",12415774,12400118,1,10,-0.3382,1.1606,0.0433,0.7114,319.676,NA,NA,NA,NA,44.45339,2,3,5.8568
"9383","CAN",12415775,12400104,1,10,-0.1668,-0.3744,0.5462,1.1573,541.413,NA,NA,NA,NA,26.97112,1,3,3.49019
"9384","CAN",12415778,12400817,1,10,-0.3191,0.7889,0.1074,0.0822,599.006,NA,NA,NA,NA,4.98015,2,3,1.01209
"9385","CAN",12415783,12400335,2,10,-0.0691,-2.3945,-0.3953,0.9362,518.023,NA,NA,NA,NA,6.06535,1,3,4.44792
"9386","CAN",12415784,12400022,2,10,NA,NA,NA,NA,531.376,NA,NA,NA,NA,25.8461,2,3,4.06959
"9387","CAN",12415786,12400100,1,10,NA,NA,1.0674,0.891,489.146,NA,NA,NA,NA,1.41117,2,3,1
"9388","CAN",12415787,12400872,2,10,0.3884,0.8757,0.7739,-0.4121,485.453,NA,NA,NA,NA,3.38716,2,3,1.27171
"9389","CAN",12415789,12400150,1,10,-0.8435,2.5026,0.3922,0.7893,449.8,NA,NA,NA,NA,48.09818,2,3,1.92889
"9390","CAN",12415790,12400046,2,10,0.1751,-1.2899,-0.6132,0.669,502.954,NA,NA,NA,NA,5.90389,1,3,1.01209
"9391","CAN",12415792,12400161,2,10,NA,NA,NA,NA,517.454,NA,NA,NA,NA,1.42394,2,3,1.01499
"9392","CAN",12415793,12400190,1,10,-0.5502,-0.1089,1.9452,0.452,466.311,NA,NA,NA,NA,24.40812,2,3,4.0759
"9393","CAN",12415796,12400713,2,10,-0.0724,-0.1172,1.1161,1.4086,611.662,NA,NA,NA,NA,4.93872,2,3,1.01209
"9394","CAN",12415797,12400654,1,11,0.4426,0.1931,0.9517,1.2606,463.337,NA,NA,NA,NA,36.36492,1,3,9.38225
"9395","CAN",12415798,12400488,2,10,-0.1273,-2.3558,0.5462,0.7936,589.07,NA,NA,NA,NA,56.11091,2,3,5.12242
"9396","CAN",12415799,12400428,2,9,-2.3769,2.6109,0.2086,-0.1373,307.441,NA,NA,NA,NA,4.30711,1,3,3.86155
"9397","CAN",12415802,12400109,2,10,-0.3272,-0.2045,-1.3891,-1.7517,416.473,NA,NA,NA,NA,14.906,1,3,1.08377
"9398","CAN",12415805,12400826,1,10,-0.4763,0.1932,-1.8094,-0.8206,339.611,NA,NA,NA,NA,5.28302,3,3,1
"9399","CAN",12415806,12400484,2,10,0.0585,0.3729,0.313,0.4338,572.598,NA,NA,NA,NA,7.39184,3,3,1.02029
"9400","CAN",12415807,12400164,2,10,NA,NA,-5.0283,-3.5891,316.059,NA,NA,NA,NA,2.71837,1,3,1.13606
"9401","CAN",12415810,12400077,1,10,-0.6954,1.2595,0.5106,-1.14,447.266,NA,NA,NA,NA,1.43952,NA,3,1.02946
"9402","CAN",12415812,12400737,1,10,-2.4293,0.544,0.6013,1.0102,507.429,NA,NA,NA,NA,33.43578,3,3,2.37026
"9403","CAN",12415814,12400884,1,10,-0.8539,-0.638,2.1062,1.258,532.831,NA,NA,NA,NA,6.31427,1,3,1
"9404","CAN",12415816,12400486,1,9,-0.521,0.3378,-1.5337,0.0271,481.004,NA,NA,NA,NA,19.3047,2,3,1.95764
"9405","CAN",12415817,12400288,1,10,1.6706,0.1031,-0.9305,0.6925,517.062,NA,NA,NA,NA,2.43529,2,3,1.01499
"9406","CAN",12415819,12400853,1,10,-0.9852,-1.1715,0.5856,0.1474,498.781,NA,NA,NA,NA,3.32762,1,3,1
"9407","CAN",12415820,12400283,1,10,NA,NA,NA,NA,400.168,NA,NA,NA,NA,23.97022,1,3,2.95864
"9408","CAN",12415821,12400713,2,10,-0.313,-0.1371,1.6176,1.0995,526.651,NA,NA,NA,NA,4.93872,2,3,1.01209
"9409","CAN",12415822,12400340,1,10,-0.0724,0.4252,1.5097,0.8738,563.836,NA,NA,NA,NA,7.85345,1,3,1.02946
"9410","CAN",12415823,12400586,1,10,-2.3859,-2.3945,1.8516,1.3804,614.881,NA,NA,NA,NA,28.16449,1,3,3.90226
"9411","CAN",12415825,12400303,2,10,-0.6182,0.6647,-0.5913,-0.5081,527.507,NA,NA,NA,NA,28.59479,1,3,4.3813
"9412","CAN",12415827,12400208,1,10,-0.963,1.1606,-0.0479,0.8347,582.039,NA,NA,NA,NA,1.61201,1,3,1.01499
"9413","CAN",12415830,12400653,2,10,-0.8709,1.8028,0.4893,1.184,590.188,NA,NA,NA,NA,17.47606,3,2,5.21
"9414","CAN",12415832,12400254,1,10,1.7777,0.1931,-0.4979,0.951,494.673,NA,NA,NA,NA,25.8181,1,3,2.10517
"9415","CAN",12415837,12400318,2,10,1.8491,-2.3558,0.9462,0.7473,430.863,NA,NA,NA,NA,24.02367,1,3,2.72383
"9416","CAN",12415838,12400312,2,10,-0.0903,-2.3945,1.2194,1.074,670.969,NA,NA,NA,NA,40.31383,2,3,5.53552
"9417","CAN",12415839,12400748,1,10,-0.3364,0.8251,-0.1923,0.4478,455.685,NA,NA,NA,NA,6.02529,3,3,1.02029
"9418","CAN",12415840,12400495,2,10,-0.5304,0.8918,0.5031,-1.3466,457.597,NA,NA,NA,NA,21.40638,1,3,1.53103
"9419","CAN",12415842,12400356,2,10,-0.4763,-0.5006,0.2149,-0.3959,563.961,NA,NA,NA,NA,42.91579,2,3,2.48697
"9420","CAN",12415843,12400788,2,10,-2.4706,0.4252,-0.1244,-0.041,487.409,NA,NA,NA,NA,8.98785,3,3,1.02029
"9421","CAN",12415844,12400365,1,10,-0.8589,1.9159,0.3628,-0.3082,502.061,NA,NA,NA,NA,7.98342,3,3,1.08377
"9422","CAN",12415845,12400920,1,11,-0.707,0.1931,0.9942,0.8767,422.229,NA,NA,NA,NA,132.1897,3,1,76.72974
"9423","CAN",12415848,12400740,2,10,-0.0691,-2.3945,0.0836,0.7982,493.855,NA,NA,NA,NA,6.59634,1,3,1.01499
"9424","CAN",12415849,12400086,1,10,1.8242,-0.1172,-0.2543,0.3354,570.296,NA,NA,NA,NA,27.61074,3,3,4.08574
"9425","CAN",12415850,12400485,2,9,-2.4388,0.7176,0.0992,-0.4656,382.785,NA,NA,NA,NA,30.02692,2,3,1.8181
"9426","CAN",12415851,12400132,1,10,NA,NA,1.3699,0.615,375.588,NA,NA,NA,NA,2.4833,1,3,1.01499
"9427","CAN",12415853,12400887,2,9,1.6706,-2.382,-0.2479,-0.6421,686.992,NA,NA,NA,NA,7.65545,3,3,6.06312
"9428","CAN",12415856,12400491,2,10,NA,NA,-0.7643,-1.6607,466.081,NA,NA,NA,NA,14.3022,1,3,1.13606
"9429","CAN",12415857,12400203,2,10,NA,NA,NA,NA,485.211,NA,NA,NA,NA,7.70105,2,3,1.01209
"9430","CAN",12415860,12400665,1,10,-1.007,1.1606,-0.5082,-0.1066,507.237,NA,NA,NA,NA,45.35766,1,3,2.86757
"9431","CAN",12415861,12400890,1,10,-1.5173,0.3729,0.4051,0.7592,552.293,NA,NA,NA,NA,6.24166,3,3,1
"9432","CAN",12415862,12400416,1,10,-1.8995,1.2595,-0.8004,-1.1845,371.087,NA,NA,NA,NA,7.77088,1,3,1
"9433","CAN",12415863,12400736,1,10,NA,NA,NA,NA,452.671,NA,NA,NA,NA,4.45128,1,3,1.26327
"9434","CAN",12415864,12400490,2,10,0.9899,-0.3744,0.7657,0.9538,604.862,NA,NA,NA,NA,29.88762,3,3,2.05631
"9435","CAN",12415865,12400370,1,10,0.488,1.8028,0.2984,0.6348,388.87,NA,NA,NA,NA,36.69237,3,3,5.78431
"9436","CAN",12415869,12400649,1,10,-0.0611,-0.1172,1.0674,1.0477,522.422,NA,NA,NA,NA,24.91513,1,3,7.06635
"9437","CAN",12415871,12400772,1,10,NA,NA,NA,NA,373.493,NA,NA,NA,NA,3.89592,2,3,2.71156
"9438","CAN",12415873,12400161,1,10,-1.0423,-2.3755,-0.729,-0.2989,558.89,NA,NA,NA,NA,1.28155,2,3,1.01499
"9439","CAN",12415874,12400448,1,10,-0.9971,0.8251,-0.5254,0.2518,399.392,NA,NA,NA,NA,34.08434,2,3,6.43504
"9440","CAN",12415877,12400191,1,10,1.17,0.7774,-0.6377,0.8025,492.683,NA,NA,NA,NA,16.81385,3,1,16.42283
"9441","CAN",12415878,12400373,1,10,-0.6732,0.602,-0.1923,0.3247,440.045,NA,NA,NA,NA,15.01512,2,3,2.42413
"9442","CAN",12415880,12400764,2,10,-0.1126,-0.1172,-1.7358,-0.9134,358.735,NA,NA,NA,NA,34.66224,2,3,2.18143
"9443","CAN",12415883,12400626,1,10,1.7914,-1.5486,0.8161,1.0524,651.551,NA,NA,NA,NA,3.61389,3,3,2.71156
"9444","CAN",12415884,12400544,1,10,1.831,0.3378,0.2254,0.0578,517.226,NA,NA,NA,NA,1.42732,3,3,1
"9445","CAN",12415892,12400073,1,10,0.4522,-0.2045,1.2418,1.3573,635.314,NA,NA,NA,NA,41.52567,2,3,9.11156
"9446","CAN",12415894,12400407,1,10,-0.0522,0.1031,0.1617,0.581,593.375,NA,NA,NA,NA,4.82497,3,3,1.26327
"9447","CAN",12415895,12400532,1,10,-0.8697,1.5706,-1.0061,-1.5262,511.913,NA,NA,NA,NA,29.11052,2,3,2.97678
"9448","CAN",12415896,12400437,1,10,NA,NA,1.0003,1.5477,595.464,NA,NA,NA,NA,4.58415,2,3,1.01499
"9449","CAN",12415897,12400125,2,10,-0.6698,-0.0394,-1.3688,0.759,342.148,NA,NA,NA,NA,10.72892,3,3,1.01209
"9450","CAN",12415898,12400196,1,10,1.1182,0.1931,0.6225,-0.6159,385.967,NA,NA,NA,NA,43.75508,NA,3,1.7567
"9451","CAN",12415900,12400376,1,11,-0.2863,2.635,-0.7408,0.1373,544.762,NA,NA,NA,NA,9.28422,1,3,1
"9452","CAN",12415901,12400331,2,10,-0.1124,0.133,1.1825,0.3331,459.034,NA,NA,NA,NA,5.08999,1,3,2.46497
"9453","CAN",12415904,12400291,1,9,0.4821,-0.2758,0.6832,1.4544,633.744,NA,NA,NA,NA,22.21436,3,2,5.47428
"9454","CAN",12415906,12400634,1,10,1.17,0.8918,0.5462,0.8857,579.709,NA,NA,NA,NA,21.72381,3,3,5.63688
"9455","CAN",12415907,12400429,2,9,-0.0903,-0.0394,-1.9769,0.6831,546.57,NA,NA,NA,NA,6.20947,3,3,1.02946
"9456","CAN",12415911,12400401,1,8,NA,NA,NA,NA,446.416,NA,NA,NA,NA,21.34689,1,3,4.62093
"9457","CAN",12415912,12400833,1,10,-1.3792,1.1417,-0.6867,-0.8502,464.252,NA,NA,NA,NA,2.97416,1,3,1.01499
"9458","CAN",12415913,12400679,1,10,0.0585,0.051,1.505,1.6076,620.531,NA,NA,NA,NA,7.63125,2,3,1.01499
"9459","CAN",12415914,12400792,2,10,-0.3191,1.1287,1.2456,0.9877,539.805,NA,NA,NA,NA,25.29155,3,3,4.2197
"9460","CAN",12415915,12400521,1,10,-0.0968,-2.382,0.7079,1.1126,616.856,NA,NA,NA,NA,1.33921,1,3,1.02946
"9461","CAN",12415917,12400096,1,9,-1.0183,0.1932,1.5407,0.1909,398.938,NA,NA,NA,NA,2.78333,3,3,1.05289
"9462","CAN",12415919,12400815,2,7,-0.3664,0.602,-0.1547,0.0885,421.322,NA,NA,NA,NA,32.54555,1,3,3.82115
"9463","CAN",12415920,12400036,1,10,-0.5288,-0.5191,0.4499,-0.4561,493.678,NA,NA,NA,NA,10.99564,3,3,7.91686
"9464","CAN",12415923,12400104,1,10,NA,NA,-1.2276,-0.3526,463.321,NA,NA,NA,NA,26.97112,1,3,3.49019
"9465","CAN",12415928,12400796,2,10,0.4628,-0.5006,1.7658,1.4916,527.643,NA,NA,NA,NA,6.91467,3,3,1
"9466","CAN",12415929,12400547,1,10,0.7793,0.1031,-0.583,-0.775,480.388,NA,NA,NA,NA,18.50277,3,3,3.04748
"9467","CAN",12415933,12400919,1,10,0.8065,1.0112,0.4652,0.4685,448.891,NA,NA,NA,NA,3.50994,1,3,1
"9468","CAN",12415936,12400735,1,10,0.1997,1.9159,-0.6495,-0.1312,388.185,NA,NA,NA,NA,3.33507,3,3,1.01209
"9469","CAN",12415939,12400740,2,10,NA,NA,-1.9593,NA,392.824,NA,NA,NA,NA,6.59634,1,3,1.01499
"9470","CAN",12415941,12400442,1,10,1.8491,0.8251,0.5417,0.6925,487.729,NA,NA,NA,NA,2.47932,1,3,1.47942
"9471","CAN",12415942,12400425,2,10,-1.3577,1.1606,0.5559,0.3809,499.906,NA,NA,NA,NA,26.29699,2,3,4.01414
"9472","CAN",12415944,12400644,1,10,NA,NA,NA,NA,496.427,NA,NA,NA,NA,1.52386,1,3,1
"9473","CAN",12415945,12400022,1,10,NA,NA,NA,NA,487.835,NA,NA,NA,NA,31.22824,2,3,4.06959
"9474","CAN",12415947,12400337,2,10,-0.1668,-2.3558,0.8172,1.1504,747.346,NA,NA,NA,NA,27.80705,3,3,3.19754
"9475","CAN",12415949,12400420,2,10,1.7598,-2.382,0.5462,1.1817,560,NA,NA,NA,NA,1.95648,2,3,1
"9476","CAN",12415950,12400384,1,10,-0.322,-2.3558,0.5956,0.4585,514.535,NA,NA,NA,NA,1.54741,3,3,1.02946
"9477","CAN",12415953,12400647,2,10,NA,NA,NA,NA,478.419,NA,NA,NA,NA,24.31791,2,3,4.41891
"9478","CAN",12415954,12400013,2,10,NA,NA,0.3211,-0.9981,403.237,NA,NA,NA,NA,5.1408,NA,3,1.01209
"9479","CAN",12415956,12400804,2,10,-0.9755,-2.3945,1.2028,-0.8387,574.782,NA,NA,NA,NA,24.15682,2,3,2.64002
"9480","CAN",12415960,12400507,1,10,-0.2771,0.3729,-0.2035,0.5075,465.296,NA,NA,NA,NA,19.81412,1,3,3.57526
"9481","CAN",12415962,12400197,1,10,-0.3586,1.0508,1.4462,-0.1014,392.471,NA,NA,NA,NA,25.01814,NA,3,3.53817
"9482","CAN",12415963,12400347,2,10,1.6289,-0.8811,0.3098,0.5699,426.435,NA,NA,NA,NA,36.27852,3,3,3.53817
"9483","CAN",12415965,12400042,2,10,-0.5233,0.1931,-0.4483,0.0846,524.656,NA,NA,NA,NA,1.73636,2,3,1.01499
"9484","CAN",12415966,12400238,2,10,-1.1698,0.8757,-0.5708,0.2393,289.641,NA,NA,NA,NA,2.49528,2,3,1
"9485","CAN",12415967,12400119,2,10,-0.669,-0.9755,0.7631,-0.1947,665.053,NA,NA,NA,NA,40.65014,3,3,3.00177
"9486","CAN",12415968,12400753,1,10,-0.9635,-0.3744,0.1011,0.4736,290.626,NA,NA,NA,NA,9.89608,2,3,7.91686
"9487","CAN",12415970,12400881,1,10,1.5567,-2.3558,1.2213,1.0255,466.247,NA,NA,NA,NA,2.21035,1,3,1.01499
"9488","CAN",12415972,12400770,1,10,-0.1254,0.6647,0.8255,1.0044,529.136,NA,NA,NA,NA,3.0951,1,3,1
"9489","CAN",12415973,12400180,2,10,0.1777,0.4252,-1.2769,0.5683,618.748,NA,NA,NA,NA,23.9897,NA,3,3.79929
"9490","CAN",12415974,12400903,2,10,NA,0.4067,1.716,0.559,518.816,NA,NA,NA,NA,30.41681,1,3,3.19754
"9491","CAN",12415975,12400890,2,10,0.1548,0.1031,0.6225,0.4049,543.487,NA,NA,NA,NA,6.52537,3,3,1
"9492","CAN",12415977,12400838,2,10,NA,NA,1.8367,0.958,451.106,NA,NA,NA,NA,9.72972,3,3,1.01209
"9493","CAN",12415979,12400438,1,11,0.1765,-0.2045,0.5129,0.8531,681.292,NA,NA,NA,NA,32.04765,3,1,19.42654
"9494","CAN",12415981,12400059,2,10,1.1526,-0.5191,1.4317,1.1827,561.994,NA,NA,NA,NA,2.73571,3,3,1.3351
"9495","CAN",12415982,12400547,1,10,0.5807,2.635,1.4148,0.8601,634.561,NA,NA,NA,NA,18.50277,3,3,3.04748
"9496","CAN",12415983,12400696,2,10,1.8365,0.4067,0.7755,0.6536,534.028,NA,NA,NA,NA,9.78414,3,3,1.26327
"9497","CAN",12415984,12400547,1,10,0.4821,2.5026,0.0772,0.8319,465.593,NA,NA,NA,NA,18.50277,3,3,3.04748
"9498","CAN",12415988,12400412,2,9,-0.4763,-0.0394,0.1511,-0.6515,493.306,NA,NA,NA,NA,38.60983,1,3,4.18316
"9499","CAN",12415989,12400922,1,9,-1.3807,1.2595,1.5407,1.1696,502.885,NA,NA,NA,NA,22.50169,3,3,3.38213
"9500","CAN",12415990,12400056,1,9,-0.2938,2.635,0.4449,0.1115,550.28,NA,NA,NA,NA,30.40034,3,1,3.59738
"9501","CAN",12415991,12400126,2,10,0.801,-0.4577,1.253,0.3635,338.22,NA,NA,NA,NA,27.57985,1,3,4.92635
"9502","CAN",12415992,12400025,1,10,-1.5962,1.1417,1.6763,0.1338,406.266,NA,NA,NA,NA,29.41046,1,3,1.45358
"9503","CAN",12415993,12400092,2,10,0.1201,NA,-0.79,0.8924,684.984,NA,NA,NA,NA,1.38008,NA,3,1.00673
"9504","CAN",12415994,12400319,2,10,NA,NA,1.1225,0.9552,493.588,NA,NA,NA,NA,6.3111,1,3,1.02946
"9505","CAN",12415995,12400597,1,10,-0.1219,-0.1172,0.4449,0.7669,476.205,NA,NA,NA,NA,28.44912,1,3,14.13271
"9506","CAN",12415996,12400749,1,10,-0.9635,2.6149,1.505,1.5718,472.137,NA,NA,NA,NA,12.50715,2,3,1
"9507","CAN",12415997,12400288,1,10,-0.8126,0.7889,-1.026,-0.67,426.045,NA,NA,NA,NA,2.43529,2,3,1.01499
"9508","CAN",12415999,12400613,1,10,0.6947,0.1031,-0.595,0.4069,372.609,NA,NA,NA,NA,3.02748,3,3,1.38127
"9509","CAN",12416000,12400149,1,9,1.0345,0.8757,0.4946,-0.3077,539.308,NA,NA,NA,NA,30.29498,3,3,6.11384
"9510","CAN",12416001,12400037,1,10,0.1751,0.544,-0.6393,-0.4012,468.201,NA,NA,NA,NA,9.91863,NA,3,1.01209
"9511","CAN",12416002,12400108,2,10,-2.4517,-0.2885,-2.3542,-1.2567,328.616,NA,NA,NA,NA,28.64435,NA,3,9.80578
"9512","CAN",12416003,12400787,2,10,NA,NA,NA,NA,278.802,NA,NA,NA,NA,1.73391,1,3,1
"9513","CAN",12416004,12400364,2,10,-0.3382,1.0508,0.1789,0.8387,486.384,NA,NA,NA,NA,35.05943,2,3,6.15523
"9514","CAN",12416005,12400312,1,10,-0.6957,-0.2885,0.5405,0.7255,640.761,NA,NA,NA,NA,44.7492,2,3,5.53552
"9515","CAN",12416006,12400120,1,10,NA,NA,NA,NA,475.663,NA,NA,NA,NA,6.3332,2,3,1.26327
"9516","CAN",12416007,12400849,2,10,-0.1126,0.7774,0.4601,0.9439,438.178,NA,NA,NA,NA,6.2932,1,3,1.01499
"9517","CAN",12416008,12400151,2,10,NA,NA,-0.5262,-0.0937,483.941,NA,NA,NA,NA,20.07165,3,3,3.74252
"9518","CAN",12416010,12400401,2,10,-0.5502,0.1031,5.248,-0.2872,268.069,NA,NA,NA,NA,31.68028,1,3,4.62093
"9519","CAN",12416011,12400089,1,10,NA,NA,1.3393,0.7168,348.592,NA,NA,NA,NA,41.29354,2,3,5.19555
"9520","CAN",12416017,12400046,1,10,-1.6127,2.6149,0.2573,0.3694,386.264,NA,NA,NA,NA,6.57025,1,3,1.01209
"9521","CAN",12416021,12400655,2,10,-0.0504,-2.3868,1.097,0.4066,520.259,NA,NA,NA,NA,4.12982,1,3,1.08377
"9522","CAN",12416022,12400407,1,9,0.0926,-2.3558,0.3494,0.9491,581.728,NA,NA,NA,NA,4.83244,3,3,1.26327
"9523","CAN",12416024,12400804,1,10,1.7777,-2.249,2.3282,1.5855,456.45,NA,NA,NA,NA,31.50778,2,3,2.64002
"9524","CAN",12416026,12400512,1,10,NA,NA,-0.0849,-0.5478,462.05,NA,NA,NA,NA,31.41598,2,3,3.61852
"9525","CAN",12416027,12400018,2,9,1.6526,1.0508,0.8818,1.2368,531.54,NA,NA,NA,NA,30.23887,2,3,2.81844
"9526","CAN",12416028,12400612,2,10,NA,NA,NA,NA,534.178,NA,NA,NA,NA,26.62472,NA,3,2.26786
"9527","CAN",12416031,12400611,1,9,-0.6963,0.7889,-0.1923,-0.3332,419.223,NA,NA,NA,NA,9.44871,3,3,7.91686
"9528","CAN",12416035,12400649,2,9,NA,NA,-1.2377,-0.9329,416.562,NA,NA,NA,NA,22.31306,1,3,7.06635
"9529","CAN",12416038,12400819,1,10,-0.5028,0.8251,1.3647,1.3204,616.327,NA,NA,NA,NA,18.79972,3,3,2.6059
"9530","CAN",12416041,12400102,1,9,NA,NA,-0.2035,0.4384,356.723,NA,NA,NA,NA,4.30711,3,1,3.86155
"9531","CAN",12416042,12400503,1,10,0.3658,1.2595,0.6281,-0.4593,503.652,NA,NA,NA,NA,24.60095,1,3,9.935
"9532","CAN",12416043,12400419,1,10,NA,NA,NA,NA,504.36,NA,NA,NA,NA,1.47096,1,3,1.05909
"9533","CAN",12416044,12400212,1,9,-0.0691,0.6566,1.1572,0.9592,364.455,NA,NA,NA,NA,29.40164,3,3,2.69531
"9534","CAN",12416047,12400898,2,10,-0.8063,-0.508,2.1332,-0.3323,405.285,NA,NA,NA,NA,14.36012,1,3,2.01249
"9535","CAN",12416048,12400539,2,10,0.2007,-0.1172,-0.9847,-0.2631,522.514,NA,NA,NA,NA,23.63036,2,3,5.98104
"9536","CAN",12416050,12400605,2,10,NA,NA,-0.3489,0.6777,598.937,NA,NA,NA,NA,21.2354,2,3,1.65239
"9537","CAN",12416051,12400823,1,10,-1.2101,0.133,0.8132,0.4621,576.582,NA,NA,NA,NA,1.29342,1,3,1
"9538","CAN",12416055,12400347,1,10,-1.0235,-0.8811,0.1083,-0.1739,576.511,NA,NA,NA,NA,31.49177,3,3,3.53817
"9539","CAN",12416057,12400029,2,10,NA,NA,-0.485,-0.0643,419.459,NA,NA,NA,NA,1.61657,NA,3,1
"9540","CAN",12416059,12400201,2,10,-1.1971,0.1031,2.2295,0.6025,497.031,NA,NA,NA,NA,7.43282,1,3,1
"9541","CAN",12416060,12400066,2,9,0.3552,-2.3868,0.1083,-0.4495,373.52,NA,NA,NA,NA,6.3457,2,3,1.26327
"9542","CAN",12416061,12400588,2,10,-0.3272,-0.0423,0.435,1.2044,381.803,NA,NA,NA,NA,3.66796,2,3,1.13606
"9543","CAN",12416062,12400319,2,10,NA,NA,-1.8202,-1.0331,432.224,NA,NA,NA,NA,6.3111,1,3,1.02946
"9544","CAN",12416063,12400092,1,10,0.1751,1.1417,0.0019,0.7764,556.687,NA,NA,NA,NA,1.32409,NA,3,1.00673
"9545","CAN",12416064,12400133,1,10,NA,0.1748,1.0248,0.7568,397.175,NA,NA,NA,NA,13.80347,3,3,1.02029
"9546","CAN",12416067,12400131,1,10,-2.463,0.1932,-0.0487,0.006,428.462,NA,NA,NA,NA,8.45857,1,3,1.26327
"9547","CAN",12416070,12400355,1,10,0.0926,-0.9877,-0.2035,-0.485,530.525,NA,NA,NA,NA,6.61882,2,3,1.26327
"9548","CAN",12416072,12400288,2,10,-0.7263,-0.638,0.8172,1.2333,580.445,NA,NA,NA,NA,2.54034,2,3,1.01499
