STU_ID,BIPOC,FEMALE,X1TXMTSCOR,X1SES,X1MTHID,X1MTHUTI,X1MTHEFF
22316,1,1,53.5732,.8467,-1.13,.5,-1.68
22319,1,1,45.7096,-.4987,.6, , 
22320,0,0,55.8778,.0181,.03,-2.7,-.29
22322,0,1,68.412,1.032,1.76,-.93,1.62
22327,1,1,57.8787,2.3544,-.57,-.13,-1.41
22331, ,0, , , , , 
22332,0,1,46.1754,-.5079,.03,-1.33,-1.68
22337,1,0,64.3652,.1757,1.16, , 
22346, ,0, , , , , 
22350,0,1,60.0482,.9269,.6, , 
22351,0,1,45.7814,1.977,.6,1.31,1.62
22356,0,1,47.3271,.5349,-1.13,-.7,-1.41
22358,1,1,54.031,.4817,-1.73,-1.17,-2.92
22369,0,0,76.1101,.8851,1.76,.27,.51
22372,0,1,49.1156,-.7751,0,-1.33,-.17
22384,0,0,62.1066,.9915,.03,1.31,.1
22391,0,0,44.8728,-.2608,-1.16,1.31,-.56
22392,1,0,58.0558,-.5436,0,-.3,-1.24
22397, ,1, , , , , 
22400,1,1,31.6151,-.4842,-1.73, , 
22403,0,1,58.4749,.2387,-.57,-.3,.1
22404,0,0,49.3448,.9034,-.57,-1.4,.1
22408,0,0,53.1092,-.1378,.6,-.3,.1
22411,0,0,43.8662,-1.0449,.6,.27,-.29
22416,0,0,49.6069,1.1571,0,1.31,.51
22418,0,0,50.5969,1.4554,.6,-.3,.1
22419,1,0,26.8261,-.8371,-1.73,.9,.1
22420,0,1,50.0361,-.584,-.57,-.3,.1
22426,0,1,62.8778,.2256,1.76,.27,1.62
22428,1,0,35.4491,-.9072,-1.73,-1.96,.1
22430,1,1,37.2749,-.7589,-1.73,.27,-.73
22432,1,0,62.6724,1.247,.6,.9,.1
22438,1,0,29.4686,-1.3682,-.57,-.93,-1.14
22442,1,1,63.3608,.0617,.6,.9,1.62
22449,1,1,51.789,-.8283,.03,1.31,.94
22452,1,1,30.213,-.8099,-1.73, , 
22453,1,0,44.3692,-.6255,.6,1.31,1.23
22458,1,0,47.2363,-.7847,1.19,-.3,-.17
22462,0,0,49.8203,.7297,-1.13,-.7,-1.41
22463,1,1,40.6901,-1.1828,0,1.31,1.23
22468,1,0,47.0612,-1.1348,-.57, , 
22469,0,0,55.3316,.7393,-.57,.27,.1
22473,0,1,28.9542,-1.1153,-1.73,.1,.39
22477,1,1, , , , , 
22479,1,0,58.2663,-.3259,-1.16,1.31,.1
22481,1,0,43.6075,-.9685, ,-.7,-1.36
22485,0,1,52.947,.6216,.6,1.31,.51
22488,1,1,71.909,1.0178,.6,-.93,.1
22489,1,1,48.5933,-.8045,-1.73, , 
22492,0,0,51.1134,.4907,-1.16,-.7,-2.07
22493,1,1,49.4257,-1.5735,.03,1.31,.1
22500,1,0,27.4432,-.7848,-1.73,-1.1,-1.02
22515, ,0, , , , , 
22519,0,0,45.6365,.2011,-.57, , 
22521,1,0,32.295,-.8455,-1.73,.27,1.62
22527,1,0,27.8702,-1.9302,-.57,-.87,-1.41
22528,0,0,43.5848,-.7548,.56,1.31,.1
22531,1,0,43.8363,-1.0987,-1.13, , 
22542,1,1,60.5984,-.7928,.03,-.7,-1.68
22544,0,1,56.8435,.0704,.03,-1.5,1.62
22546,1,1,42.927,.5797,-.57,.9,-1.41
22549,0,1,48.272,1.035,.03,-.3,-1.02
22556,1,0,47.494,-.3465,.6,1.31,1.62
22559,1,1,38.0773,-.2687,.6, , 
22566,1,0,68.3761,.7699,1.16,-.13,1.17
22567,1,1,47.8137,-.1915,.03,-.7,-.97
22571,1,1,33.6581,-1.0772,0, , 
22573,0,1,60.9297,.908,.6,-.36,1.62
22575,0,0,64.9862,1.8401,-.57,-1.33,-1.68
22576,1,0,50.7112,-.3309,-1.13,-.3,.1
22579,0,1,61.1048,1.1217,-.57,-1.33,-.58
22593,1,1,58.7017,.6243,.03,-1.33,-.17
22594,0,1, , , , , 
22598,0,1,47.751,-.6163,1.19,.27,-2.09
22601,0,1,66.7776,.5164,1.76,.9,.1
22605,0,0,72.8409,.3245,1.76,-.7,.1
22610,1,1,31.012,-.9314,-1.73, , 
22614,1,0,51.9239,-.7998,-1.13,-1.33,-1.41
22615,1,1,55.9538,1.1049,-.57,1.31,.1
22620,0,1,57.612,-.0912,1.76,-1.33,.1
22622,0,1,70.6229,1.9418,.6,-.7,-.97
22623,0,0,39.5566,.1856,-.57,-.3,.1
22628,1,1,49.2026,-.2769,-.57,1.31,-1.14
22629,0,0,44.7679,.2416,-.57, , 
22632,1,0,58.863,.1961,-1.13,-1.33,-1.41
22636,0,1,52.0243,.284,.6,.9,-.17
22639, ,1, , , , , 
22649,0,0,48.4298,.2716,-.57,.27,-.56
22652,0,0,58.412,.2794,.6,.9,.1
22654,1,0,38.9911,-1.4183,.6,1.31,.1
22665,1,1,49.2315,-1.2268,-1.73,1.31,1.62
22666,0,1,43.4583,1.1912,-.57,-.3,.1
22667,0,1,32.0531,.2066,-1.73,-1.9,.1
22674, ,0, , , , , 
22681,0,1,43.4002,-.5342,-.57,.5,.1
22682,1,1, , , , , 
22685,1,1,68.0592,-.3122,.6, , 
22688,0,1,57.9043,.1049,-1.13,-.7,-.97
22700,1,1,60.5359,.2933,1.76,-.3,.55
22703,1,1,53.0176,-.1,.6,-.3,-.58
22704,0,1,64.7874,1.9474,.03,.27,-.85
22705,1,0,32.9738,-.6755,-1.73,-.7,.1
22708,1,0,41.8934,-.7553,-1.16,.9,-.3
22709,1,0,50.3458,1.3521,1.76,1.31,1.62
22710,1,0,30.6286,-.6865,1.19,-1.8,1.62
22718,1,1,46.815,.6504,1.19,-1.33,.27
22726,0,0,50.3811,.1098,-1.73, , 
22736,1,1, , , , , 
22742,1,0,61.6739,-1.233,-.57,-2.37,-1.68
22743,1,0,47.1639,-.4382,-1.73, , 
22744,1,0,60.3616,.6924,1.76,.9,1.62
22746,1,0, , , , , 
22750,0,0,65.517,.7523,1.76,.9,1.62
22753,0,1,42.4243,.4014,.6,-.7,-.34
22754,0,0,39.9163,-.4046,-1.13,1.31,.55
22758,1,0,41.907,-.0767,1.76,1.31,1.62
22759,0,0,51.1932,-.0493,1.76,.27,1.62
22762,1,1,51.6064,1.1856,-1.73,-1.1,-1.41
22763,1,0,41.1782,.9798,-1.13,-.3,-.17
22766,0,1, , , , , 
22768,0,1,49.1616,.4167,1.16,.9,.1
22771,1,1,49.8121,-.8763,-1.73, , 
22773,0,0,50.357,1.0109,.6,-.93,.1
22779,1,0,68.7436,.7678,1.16,-.13,1.62
22786,0,1,53.0877,2.1833,1.76,-1.1,.94
22790,1,1,58.9274,.4832,1.76,.9,.95
22793,1,1,77.0918,1.2881,.03,.5,-.3
22795,1,0,79.53,1.1907,1.76,.9,1.62
22797,1,0,37.1127,-.8296,-.57,-1.33,.1
22800,1,0,51.5505,.3067,-.57,-.53,.9
22804,1,1,31.3019,-.2066,-1.13,1.31,-.58
22806,1,1,44.5915,-1.1153,-.57, , 
22808,0,0,53.8245,-.8837,-.57, , 
22812,0,1,53.3794,.0733,.6,-.3,-.56
22813,1,0,46.9934,-1.2268,1.16,.74,-.17
22820,0,0,64.089,-.0902,-.57,-.3,-1
22825,1,0,56.0488,-.9069,-.57,-.13,-.29
22830,0,0,66.1219,.8207,.03,-.7,1.62
22833,0,1,43.8644,-.1431,0,-.7,-.17
22839,1,0,69.507,1.1188,1.76,1.31,1.62
22843,1,1,38.0038,-.8201,-1.13,-.3,-1.68
22848,1,1,58.7632,-.3378,1.76,-.07,1.62
22854,0,1,41.1766,-.232,-1.73,-.93,-1.41
22855,0,0,43.5282,.2328,1.16,.9,1.62
22864,0,1,60.0672,.9924,.6,1.31,1.34
22866,0,0,56.265,.2302, ,1.31,.95
22875,1,1,36.9676,-.9408,-.57, ,-1.41
22876, ,1, , , , , 
22877,1,0,45.8097,-.432,-1.73,.9,-.17
22878,0,0,52.7733,.0215,.6,-.3,.1
22881,0,1,51.2655,-1.2698, , , 
22882,0,1,53.6312,.7671,-.57,-.7,-.3
22887,1,0, , , , , 
22888,1,1,53.512,-.012,1.76,.9,1.62
22900,0,1,46.3118,-.3014,-.57,.9,-1.41
22908,1,0,56.9476,.1228,-.57,.27,.1
22909,1,0,55.1864,-.2935,.6, ,.1
22922,0,1,48.1758,.0115,-.57,.27,-.97
22926,1,1,64.0068,-.0117,.6,1.31,1.34
22928,0,0,49.4408,.6952,1.16,.27,-.3
22930,0,0,61.2377,.814,.6,-.3,.95
22931,1,1,36.0899,-.3686,-1.16,.9,.1
22940,1,0,65.1674,-.9952,1.19,-.3,1.62
22941,1,0,55.8806,-1.4438,.6,-.7,-.17
22955,0,1,32.2216,.3987,.6,-.3,.1
22956,0,0,59.7233,1.374,.56,-.07,.55
22958,0,1,40.6165,-.3332,-.57, , 
22964,0,1,46.1502,-.574,-.57,-.3,-1.02
22968, ,0, , , , , 
22969,0,1,52.2967,-.1077,-.57,-1.9,-.3
22974,0,1,62.9552,1.2487,.6, , 
22975,1,1,66.3094,.7145,.6,-.3,.1
22982,1,0,36.7197,-1.2098,-1.73,-1.33,.12
22989,0,1,60.8664,1.3512,0,-1.33,.1
22997,1,1,56.1026,-.4139,.03,-1.9,.1
23000,1,0,27.8176,.1757,-.57,-3.51,-.56
23003,1,1,46.9388,-.9147,.03,.74,.1
23004,0,0,63.2815,-.0553,1.76,-.13,1.62
23009,1,0,44.0537,-.8914,1.76,.11,1.34
23020,0,1,67.1337,1.7484,.6,.27,-.13
23021,0,1,41.6562,-.1942,.6,1.31,-.61
23023,0,1,65.915,1.4801,.03,-1.9,-.17
23024,0,0,67.1895,.2587,.6,.67,.94
23035,1,1,41.7589,-.4122,.6, , 
23038,1,0,36.7092,-.0506,-.57,-1.5,.1
23044,0,0,38.7104,-.4306,0, , 
23045,1,1, , , , , 
23053,0,1,60.1406,.6261,.6,-.7,-.17
23054,1,1,44.8271,.4062,.03, , 
23057,1,0,43.246,-.533,.6,-1.33,.1
23066, ,0, , , , , 
23071,1,0,50.7349,1.2984,.6,.67,.1
23074,0,1,56.5684,.8166,-.57,.9,-1.29
23076,1,0, , , , , 
23078,1,0,36.5872,-.6768,-1.73, ,-.69
23080,0,0,63.7829,1.2149,.6,.5,1.62
23081,0,0,63.6347,.3371, ,.27,1.62
23084,1,1,57.3006,.5348,.03,1.31,-.3
23087,0,1,52.1739,-.5083,1.76,1.31,1.62
23088,1,1,49.1265,1.492,-1.16,1.31,.95
23089,1,0,43.6383,-1.0067,-.57,-.87,-1.27
23096,1,0,49.3428,-1.0495,.6, , 
23097,1,1,38.1758,-1.1012,-.57, , 
23103,0,0,51.9368,.1928,-1.16,.9,-.85
23105,1,1,44.1829,-1.5209,-.57,-.3,-.56
23106,0,1,61.6685,.749,0,-.76,-.17
23111,1,1,50.5567,-.7114,-.57, ,-.3
23115,0,1,56.5266,.4706,.6, ,-.17
23118,0,0,44.2093,-.3936,.6, ,.1
23119,1,1,46.6707,-.6363,-1.73,.9,-1.68
23120,0,1,56.9592,1.7886,-.57,.9,1.62
23121,0,1,58.8875,1.0178,.6,1.31,-.17
23122,1,0,52.5408,.1466,-.57,-.7,-2.09
23129,0,0,48.3916,-.0676,.6,-.3,.1
23130,1,0,68.6372,-.3984,.03,-.7,-.17
23135,0,1,52.7983,-.1498,.6,-.93,.1
23137,0,0,32.9016,-.6333,-1.73, ,-1.41
23139,1,0,45.5038,-.0983,1.76,1.31,1.62
23143,1,1,26.9596,.9752,-.57,.27,.1
23144,1,0,54.6286,-1.2395,.6, , 
23151,1,1, , , , , 
23152,1,1,62.362,1.0103,.6, ,.66
23156,1,1,40.0092,.679,1.76,1.31,1.62
23158,1,0, , , , , 
23162,0,1,66.116,1.2812,.6,-.3,1.62
23164,1,1,53.2218,-.5829,1.16,.27,.1
23165,0,1,37.2992,-1.0229,-.57,.34,-.56
23171,0,0,33.4842,-.7161,.03,-.3,.1
23172,1,0,41.0144,-.5675,0,1.31,1.62
23174,1,1,45.488,.0839,-.57, , 
23175,0,0,44.4056,.8723,-1.73,-2.94,-2.51
23177,0,0,48.7633,-.2461,-1.73,-3.51,-2.92
23178,1,1,45.1225,-.1528,-1.73, , 
23182,0,1,59.9636,.6209,1.16,-.3,.1
23184,1,0,48.139,.8422,0,-.36,-.73
23187,0,1,58.4041,-.2066,-.57,.9,-.17
23188,1,0,31.6772,-1.0466,-1.16, , 
23191,1,1,52.5977,-.8455,.6,-.3,.1
23195,0,1,50.3141,1.7196,.63,1.31,.1
23196,0,0,71.1114,.7928,1.76,.9,1.62
23198,1,1,64.845,.5176,0,-.7,-1.14
23201,0,0,52.53,-.8408,1.16, , 
23206,1,0,62.92,-.0853,.6,-1.9,-.56
23214,0,0,46.6018,.3563,-1.73,-1.8,-2.92
23218,1,1,50.2979,-1.0669,-.57,1.31,.27
23225,0,0,42.1337,.0954,.6,1.31,.8
23232,0,1,58.4981,.5738,.6,.9,.1
23234,0,1,53.1038,-.4567,0,-.7,-1.41
23243, ,0, , , , , 
23244, ,0, , , , , 
23248,1,1, , , , , 
23257,0,0,60.464,-.1864,1.16,1.31,1.62
23265,0,0,49.818,.0735,-.57,-.3,-.17
23272,0,1,48.3653,1.0597,-.57,1.31,-.17
23275,0,1,55.8641,.8723,0,.9,-.17
23278,0,0,54.9287,.0694,.6,-.3,1.34
23280,1,0,61.8033,.1609,.6,-.7,.16
23283,1,0,52.8766,.357,1.16,.9,.9
23285, ,0, , , , , 
23286,0,0,43.9811,.4272,-1.73,-.13,-.83
23289,0,0,64.4739,-.4834,1.16,.27,1.34
23294,1,1,49.67,-.3699,-.6,-.13,-.66
23298,0,0,61.2562,.9973,.6,-.3,.1
23302,1,0,37.7835,-.5447,1.16, , 
23303,1,1,45.509,-.4024,-.57,-.7,-1
23313,0,0,26.917,-.2605,-1.73,-3.51,.1
23316,0,1,62.939,.1314,.6,-.7,.27
23317,0,0,63.6274,.4161,-.57,-.7,.1
23319,0,1,50.441,.1751,.03, , 
23321,1,1,47.5789,.0387,1.76,-.76,.94
23335,0,1,56.5583,.4959,.6,1.31,1.62
23338,1,1,52.612,-.2316,.6,1.31,.1
23341,1,0,51.8554,-1.1485,-1.73, , 
23350,0,1,53.9053,.7604,1.16,1.31,1.62
23351,0,0,40.4359,-.6521,-1.16,1.31,-.58
23357,0,1,58.5232,.9538,.6,-1.27,.1
23368,1,1,50.7086,-1.3184,1.16,-1.33,-.56
23371,1,0,53.5079,-1.43,.6,-1.5,.1
23375,1,0,60.0154,.3674,-.57,-.7,.1
23380, ,1, , , , , 
23385,1,1,61.1718,.0467,0,-.3,-.17
23391,0,1,40.5119,.5648,-1.73,-1.9,-1.02
23393,1,0,49.1576,-.8837,-.57, , 
23395,0,1,45.1492,-.8429,0,-.3,.1
23400,1,0,31.5557,-.5307,.03,1.31,.1
23402, ,0, , , , , 
23406,0,1,54.7347,-.3545,.63,.27,-.17
23410,1,0,77.5469,2.297,1.76,-.13,1.62
23414,1,0,67.9579,.451,.6,-.7,.1
23417,0,0,66.3045,1.8402,.6,-.13,.1
23422,1,0,47.4372,-.0055,-1.13,-.3,-1.14
23425,1,1,45.282,-.0359,0,-.3,-.17
23428,1,0,59.9074,.2141,0,.9,.68
23435,0,0,43.6192,1.3987,.6,1.31,1.34
23436,1,1,36.8339,.1112,.6,1.31,.1
23440,1,0,65.3118,.0491,-.57,-.3,-.17
23441,1,0,74.2862,1.2637,1.76,1.31,1.62
23442,0,0,46.4938,.5476,0,-.93,.95
23443,0,0,50.6186,.6597,.6,-.7,-.17
23446,0,1,49.9262,.2401,.6,.9,-.17
23448,1,1,51.1731,-.043, ,-.3,-.3
23457,0,1,45.8935,-.0197,-.57,.27,-.17
23460,1,0,57.3728,.409,0,-.3,.1
23461,0,0,45.7757,-.323,-.57,-.3,-.56
23462,1,0,42.103,-.5436,0,-3.1,-.71
23463, ,1, , , , , 
23464,0,0,52.3016,-.7636,-.6,-1.33,.1
23465,1,1,45.3059,-.3535,-1.73,-.3,-.69
23471,1,1,57.1766,.4427,-.57,-.3,-.17
23485,0,1,66.8576,1.1947,-.57,-.7,-.17
23490,1,1,49.9899,.0662,-.57,1.31,-2.92
23495,0,0,52.5797,.2131,.03,-.3,.1
23496,1,1,33.1887,-1.103,.6,-.64,-.52
23499,1,0,37.724,-.3312,.6,-.3,.51
23503, ,1, , , , , 
23505,1,0,52.2529,.5446,.6,-1.27,1.62
23515,0,1,57.7993,-.8455,-1.16,-1.33,-1.8
23521,1,0,35.1339,-.3996,.63,1.31,1.62
23522,1,1,42.6396,-.2675,0,.9,-.58
23523, ,0, , , , , 
23536,1,0,49.8972,-.4631,-1.13,-.7,-.29
23539,0,0,45.6861,.1152,-1.73,-1.1,-2.92
23541,1,1,44.8407,-.4584,-1.73,.9,.1
23542,1,0,35.0257,-.056,-1.73, , 
23552,0,1,42.1499,-.1918,-1.73,-.3,-.58
23554,0,0,41.6514,.1805,-.57,1.31,.1
23558,0,0, , , , , 
23562,1,1,53.392,-.8455,.6, , 
23563,1,0,54.9052,1.2898,.6,-.7,1.34
23564,0,1,62.9854,1.5973,1.76,-.3,1.62
23566,1,1,59.2792,-.036,.03,-.3,1.34
23568,1,1,48.3869,.0885,0,-.3,-.34
23569,0,0,64.2621,.7613,.6,.34,.1
23581,0,1,74.7904,-.3588,.6,.27,-.58
23583,1,1,47.9649,-.601,1.76, ,.78
23587,0,0,49.1457,-.5236,-1.73,.9,-1.41
23588,0,1,31.9063,-.1398,-.6, , 
23589, ,0, , , , , 
23591,0,1,41.0965,.6423,-.57,-.3,-.17
23592,0,1, , , , , 
23600,1,0,26.3817,-.1918,-1.16,.34,.1
23608,1,0,58.7009,.223,.03,-1.33,-.56
23610,0,1,53.3823,.2647,-.57,-1.1,-2.92
23612,1,1, , , , , 
23618,0,0,48.4017,-1.0862,1.16,.9,.9
23622,0,0,47.4043,-.5089,0,-1.33,-1.41
23631,1,0,58.6611,-.3312,1.76,.9,1.62
23636,1,0,66.8797,1.1937,.6,1.31,.49
23640,0,1,43.7038,.4087,.03,1.31,-.29
23644,1,0, , , , , 
23646,0,1,59.7067,.9449,1.16,-.3,.1
23656,1,0,48.6028,-.1691,0,-.13,.78
23657,0,1,44.4318,-.5386,0,.9,.1
23660,1,1,55.5083,.0141,.03,-.3,-.3
23663,1,1,45.2837,.3532,1.76,1.31,-.17
23666,1,0,52.2253,.3643,.6,1.31,.1
23672,1,0,50.2293,1.2411,-.57,-.7,-.17
23673,0,0,42.5024,.6096,1.76,-1.1,1.34
23674,0,1,43.9087,1.1568,-.57,-1.56,.27
23675,0,0,49.9899,.082,.03, , 
23677,1,1,45.2459,.2929,.6,.11,-.97
23678,1,1,61.1767,.4809,1.76,-.3,1.62
23680,1,1,54.3445,-.8981,.6,.9,.1
23682,0,0, , , , , 
23684,1,0,61.1257,-.4318,1.16,.67,1.62
23687,0,0,65.1314,.6078,.6,1.31,1.62
23690,1,1, , , , , 
23702,0,0,57.3958,.4529,0,-1.33,-.17
23704,1,1,52.6156,.1419,.03,-.3,-.97
23708,1,1,36.0824,-1.4415,-.57,-.3,-1.14
23712, ,0, , , , , 
23713,0,0,67.1686,.8473,1.76,.27,.94
23715,1,1,30.8522,-.4474,-1.73,-1.33,-1.68
23717,0,1,45.6719,-.8479,-.57,-.3,-.97
23718,0,1,58.1354,1.1166,.6,-.07,1.62
23720,0,1,59.3471,.2103,.6,1.31,1.34
23730,0,1,60.7538,.2257,.6,-.76,1.34
23732,1,0, , , , , 
23736,0,0,50.6433,.3602,-1.13,-.13,-.44
23742,0,0,50.6178,-.1639,-.6,1.31,.1
23745,0,1,54.9815,.2291,-.57, , 
23746,0,0,56.9476,1.93,-.57,1.31,1.62
23749,1,0,82.1876,1.4363,1.76,-.3,1.62
23762,1,1,56.7263,.2718,-1.73,-.13,-2.07
23769,0,1,48.9961,1.6028,-1.73,-.3,.1
23770,1,0, , , , , 
23775,0,0,53.8036,.7132, , , 
23778,1,0,53.1592,.2837,.03,.34,-.17
23779,0,0,43.4815,-.3349,-.53,.27,-.56
23781, ,1, , , , , 
23783, ,1, , , , , 
23785,0,1,29.8493,-1.1308,.03,.27,-.3
23791,1,0,69.8143,-1.6338,1.16, , 
23792,1,1,56.3371,-.0837,-1.73, , 
23794,1,1,34.9683,-.0984,-1.73,1.31,-1.41
23797, ,0, , , , , 
23799,0,0,51.6077,.122,0,1.31,.1
23801,0,1,57.0717,-.0666,.6, , 
23809,1,0,40.3007,.0178,-.57,.27,.51
23810,0,0,60.7124,1.179,-.57,1.31,-.83
23817, ,0, , , , , 
23821,0,1,41.4486,-1.2803,-.57,-.3,-.17
23826,1,1,39.7315,-1.0772,-1.73, , 
23831,0,0,46.9523,.0691,.6,-.3,.1
23841,0,1,49.5743,-.8429,-.57,-1.17,-.81
23842,1,0,61.8791,.8582,1.76,.27,1.62
23843,0,0,59.5055,-.482,0,.27,.1
23845,0,1,50.8689,1.6672,.6,-.7,-.29
23849,0,1,52.1045,.5161,.03,-.93,-.3
23860,0,1,49.8809,.1019,.6,.27,-1
23867,0,1,41.6634,-.8429,-1.73,-.3,-1.41
23868, ,0, , , , , 
23870,1,0,30.3639,-1.8153,1.76, , 
23873,0,1,47.2783,-.3551,-1.73,-2.3,-2.09
23875,1,1,40.0666,-.0026,.03,1.31,1.07
23876,0,0,66.6715,2.2934,1.16,.9,.82
23877,1,0, , , , , 
23888, ,1, , , , , 
23898,1,0,46.2598,-.2293,-.57,-.3,.1
23900,1,0,29.8608,.2976,.03,-.07,.55
23905,1,0,48.5175,1.2789,-.57,1.31,.1
23916,0,0,49.7278,.3322,0,-.3,.1
23921,1,1,46.9826,-.5434,-.57,-.93,-.58
23922,0,1,52.9762,-.6116,.03,-.3,-.17
23925,1,1,59.4391,.255,.6,.9,-.17
23928,1,0,43.9396,-1.0269,.6,-.3,.1
23935,1,1,38.6621,-.7778,-1.73,1.31,.1
23937,0,1,47.4492,-.3713,0,-.13,.27
23941,0,0,42.7805,.9827,.03,-.13,-.17
23946,0,1,57.6776,-.1488,.6,-.3,.1
23948,1,1,36.8802,-.388,-1.73, , 
23954,1,1,50.4051,-.0289,-1.13,-.93,-1.02
23958,0,1,53.6316,.9874,1.76,.27,.95
23959,1,1,38.2056,-.9929,-.57,-.3,-.97
23965,0,0,66.2869,.6409,1.19,-1.17,.95
23968, ,1, , , , , 
23970,1,0,48.0842,-1.0326,.03,-.3,.95
23972,0,1,48.3899,.0719,.6,.27,1.62
23980,0,0,43.466,.1869,1.16,-1.33,.1
23985,0,0,62.2321,.4117,1.76,-1.1,1.62
23986,0,1,64.4651,.593,.03,-.93,-.13
23987,1,0,28.6119,-.7751, ,1.31,-.17
23991,0,1,57.5509,.3708,.6,-.93,-.17
23993,0,1,58.9969,1.2088,-.57,-.7,-1.68
23994,1,0,64.2752,1.3146,.03,-.93,.1
23999,0,0,63.5886,.6936,.03,-.7,-.17
24000,1,0,52.7848,-1.3077,.6, , 
24005,1,0,75.3148,1.6255,1.19,.27,1.62
24007,1,0,41.1733,-.9075,1.16,.67,.1
24008,0,1,51.3786,.4026,0,.67,.1
24009,1,1,52.9434,1.2008,-.57,-.3,-.17
24015,0,0,54.5211,.344,0,.27,-1.02
24023,0,0,27.5839,-.8967,.6,-.47,-.17
24032,1,1,59.78,.258,.6,-.7,.49
24039,1,1,48.9098,-.8507,.6,-.3,.1
24050,1,1,54.3296,-.3173,-.57,.9,-.3
24051,0,1,34.5244,-.2467,-1.73,1.31,.1
24052,1,0,52.1987,.7667,-1.16,.27,.1
24053,1,0, , , , , 
24057,1,0,47.5444,-.056,-1.13,1.31,-.3
24058,0,1,50.1583,-.2605,.6,-.7,.55
24063,0,0,60.4705,.9587,1.16,.9,1.23
24064,1,0,57.5172,.3498,.03,.27, 
24065,0,1,58.8986,.4693,.6,-.7,.1
24069,0,0,51.6026,-.6333,-1.73,-1.5,.1
24074,1,1,70.2118,.8078,1.19,-1.17,-2.51
24076,1,0,45.3173,.4241,0,.04,.27
24078,1,0,62.4036,-.0889,.03,.27,.1
24080,1,1,64.7294,1.4202,1.76,1.31,1.62
24081,1,0,32.9648,-1.2268,-.57, , 
24085,0,1,49.5739,.0374,-1.73, , 
24094,0,1,47.5706,-.3841,-.57,1.31,-.56
24100,0,1,44.1638,-.0616,.6,1.31,.1
24105,1,1,51.5085,-.8083,.6,.27,.22
24106,1,1,50.1403,1.6709,-1.73,-1.1,-1.68
24114,0,1,46.1271,-.699,.6,1.31,-.17
24123,0,0,59.3303,1.2984,-.53,-.36,.1
24125,0,0,35.7592,-.8597,0,1.31,.55
24129,0,1,52.5322,-.0422,0, ,.1
24139,0,0,59.3689,-.5829,-1.73,-3.51,-2.92
24141,0,1,62.3661,-.8623,1.76,-.3,1.23
24144,1,0,45.261,-1.245,.6,.9,-.56
24145,1,1,63.372,.2213,.03,-.7,.1
24147,1,1,63.9283,-.1032,1.76,.9,1.17
24149,0,1,36.1946,-.7633,.03,1.31,-.34
24151,1,0,49.2607,-.5274,.6,1.31,.78
24156,0,1,57.4853,.3085,.6, , 
24158,1,0,58.0303,-.0426,.6,.9,1.34
24159,0,1,59.6842,-.4293,1.76,-.3,.1
24161,1,0,56.9461,-.3695,-1.73,.9, 
24172,0,1,57.9028,.2472,1.76,1.31,.1
24173,0,0,39.4227,.0878,-.6, , 
24178,0,0,46.3824,-.2012, ,.9,.51
24182,0,0,61.2712,-.0043,.6,.27,1.62
24185,0,1,47.9332,-.704,-.57, ,-.17
24188,1,0,58.8263,.8512,-1.13,-1.74,-2.12
24189,1,0,57.8808,-.5585,1.16,.9,1.62
24194,1,0,54.5626,.4235,.6,-.13,1.34
24198,0,1,51.403,1.2984,.6,-.3,-.17
24201,1,1, , , , , 
24203,0,1,60.1788,.411,.6,-.3,-.56
24205,0,1,46.3269,-.0128,-1.73,1.31,-1.68
24206,0,0,34.7325,-.3699,-1.13,-1.33,-.69
24207,0,1,51.8643,-.3483,-1.73,-.3, 
24208,0,1,50.6691,.0228,-.57,-1.9,-1
24214,0,0,57.5438,.2313,-1.16,1.31,-.56
24220,0,1,59.3455,1.0647,.03,-.7,-.29
24226,0,1,52.4316,.4775,.03,-.7,-.58
24230,1,0,42.9953,-.7901,1.76,1.31,1.62
24235,0,1,50.7928,-.3372,1.76,-.3,.24
24239,0,1,49.3877,-.3928,.6,-.13,.1
24245,1,0,52.2319,.5864,-1.73,.9,.38
24247,0,1,42.1587,-.5682,-1.73,-.93,-1.54
24251,0,0,54.0122,.2793,-.57,-.7,-1.41
24254,0,0,44.8442,.7961,-1.73,-.13,-1
24255,1,0,61.8367,.9099,-1.73,-.53,-1.8
24264,1,1,49.9917,-.4741,-.57,-.7,-.3
24265,0,0,33.656,-.7466,-1.73,-1.9,-2.92
24266,1,0, , , , , 
24267,0,1,47.8286,-.1984,.6,.9,.1
24268,1,1,57.5314,-.5915,.6,.27,1.23
24286,1,1,55.8193,.2353,-1.73,-3.51,.1
24293,0,0,63.737,1.5061,-.57,-1.33,-.29
24295,0,1,46.3268,1.179,-1.73,-2.37,-2.53
24297,0,1,39.9586,.23,-1.13,-.13,-1
24300,1,1,56.0244,.6846,.03,.34,1.21
24304,0,0,40.2515,-.9323,-.57,-.3,.1
24307,1,1, , , , , 
24312,0,1,41.0825,-.3737,-.57, , 
24313,1,0,59.205,.2729,0,-.59,-.29
24318,0,1,38.4968,.5787,0,-.3,.38
24322,1,1, , , , , 
24324,1,1,46.3538,-1.5119,-1.73,1.31,-1.41
24328,1,1,44.5082,-.6139,.6,1.31,.1
24330,1,1,44.0543,-.9671,-.57,-.3,-.17
24334,0,0,48.0741,-.0128,-1.13,-.13,.1
24339,0,0,39.6965,-.2,1.76, , 
24340,0,1, , , , , 
24343,0,1,59.406,.9413,1.76,1.31,1.62
